datetime,actual,forecast
2024-10-08,14932.125,16988.316365548148
2024-10-09,15087.291666666666,16976.018862896475
2024-10-10,15005.208333333334,16890.003129750537
2024-10-11,14791.333333333334,16710.75701046564
2024-10-12,13661.916666666666,15755.017757602234
2024-10-13,14577.416666666666,15548.439593539706
2024-10-14,15573.916666666666,16857.538065307097
2024-10-15,15422.5,16984.026504289104
2024-10-16,15475.75,16971.72900163743
2024-10-17,15246.708333333334,16885.713268491494
2024-10-18,14973.333333333334,16706.467149206597
2024-10-19,13952.916666666666,15750.72789634319
2024-10-20,13750.875,15544.149732280663
2024-10-21,15161.25,16853.248204048054
2024-10-22,15562.208333333334,16979.73664303006
2024-10-23,15667.958333333334,16967.43914037839
2024-10-24,15257.583333333334,16881.42340723245
2024-10-25,15046.541666666666,16702.177287947554
2024-10-26,14049.083333333334,15746.438035084147
2024-10-27,14202.375,15539.85987102162
2024-10-28,15382.583333333334,16848.95834278901
2024-10-29,15865.75,16975.446781771017
2024-10-30,15414.25,16963.149279119345
2024-10-31,15682.791666666666,16877.133545973407
2024-11-01,15845.083333333334,16697.88742668851
2024-11-02,14384.958333333334,15742.148173825104
2024-11-03,14329.458333333334,15535.570009762576
2024-11-04,16055.541666666666,16844.668481529967
2024-11-05,15491.416666666666,16971.156920511974
2024-11-06,16090.791666666666,16958.8594178603
2024-11-07,15769.833333333334,16872.843684714364
2024-11-08,15312.125,16693.597565429467
2024-11-09,14368.25,15737.85831256606
2024-11-10,14811.416666666666,15531.280148503532
2024-11-11,15584.708333333334,16840.378620270923
2024-11-12,15744.291666666666,16966.86705925293
2024-11-13,16155.416666666666,16954.56955660126
2024-11-14,16684.791666666668,16868.55382345532
2024-11-15,16095.458333333334,16689.307704170424
2024-11-16,14784.791666666666,15733.568451307017
2024-11-17,14739.458333333334,15526.990287244489
2024-11-18,15483.541666666666,16836.08875901188
2024-11-19,15697.5,16962.577197993887
2024-11-20,15770.125,16950.279695342215
2024-11-21,16430.416666666668,16864.263962196277
2024-11-22,16952.25,16685.01784291138
2024-11-23,15654.166666666666,15729.278590047974
2024-11-24,15358.083333333334,15522.700425985446
2024-11-25,16107.958333333334,16831.798897752837
2024-11-26,16493.666666666668,16958.287336734844
2024-11-27,16216.375,16945.98983408317
2024-11-28,15873.333333333334,16859.974100937234
2024-11-29,16150.333333333334,16680.727981652337
2024-11-30,16614.666666666668,15724.98872878893
2024-12-01,17196.208333333332,15518.410564726402
2024-12-02,18318.208333333332,16827.509036493793
2024-12-03,18361.041666666668,16953.9974754758
2024-12-04,18652.125,16941.699972824128
2024-12-05,18569.166666666668,16855.68423967819
2024-12-06,18864.25,16676.438120393294
2024-12-07,17761.791666666668,15720.698867529887
2024-12-08,16804.041666666668,15514.120703467359
2024-12-09,17685.791666666668,16823.21917523475
2024-12-10,17292.083333333332,16949.707614216757
2024-12-11,17208.041666666668,16937.410111565085
2024-12-12,18057.416666666668,16851.394378419147
2024-12-13,18892.0,16672.14825913425
2024-12-14,18103.541666666668,15716.409006270844
2024-12-15,18019.125,15509.830842208316
2024-12-16,18086.791666666668,16818.929313975706
2024-12-17,16957.25,16945.417752957714
2024-12-18,17211.416666666668,16933.12025030604
2024-12-19,17729.333333333332,16847.104517160104
2024-12-20,18787.541666666668,16667.858397875207
2024-12-21,18922.75,15712.1191450118
2024-12-22,19938.75,15505.540980949272
2024-12-23,20825.5,16814.639452716663
2024-12-24,18864.25,16941.12789169867
2024-12-25,17555.375,16928.830389046998
2024-12-26,18850.208333333332,16842.81465590106
2024-12-27,18612.125,16663.568536616163
2024-12-28,16965.375,15707.829283752757
2024-12-29,16001.25,15501.251119690229
2024-12-30,16238.375,16810.34959145762
2024-12-31,16158.458333333334,16936.838030439627
