date,y_true,y_pred
2024-07-12,22375.875,21740.904
2024-07-13,21450.416,21050.354
2024-07-14,21625.084,20404.426
2024-07-15,24260.25,23301.15
2024-07-16,24690.293,24117.613
2024-07-17,23834.25,24308.336
2024-07-18,21793.625,23039.688
2024-07-19,19789.918,20903.05
2024-07-20,19051.666,18910.941
2024-07-21,20110.541,19491.27
2024-07-22,21935.709,22343.002
2024-07-23,21487.375,22213.125
2024-07-24,21762.125,21600.984
2024-07-25,21017.293,21688.373
2024-07-26,19146.25,20550.52
2024-07-27,18616.75,18262.297
2024-07-28,19043.375,19145.15
2024-07-29,21363.459,21062.107
2024-07-30,22878.459,22050.877
2024-07-31,23581.957,23281.48
2024-08-01,24097.375,23266.297
2024-08-02,24167.334,23268.7
2024-08-03,22370.666,22075.266
2024-08-04,20906.791,20372.158
2024-08-05,22693.709,22059.193
2024-08-06,22394.25,22914.79
2024-08-07,18708.0,21756.357
2024-08-08,18215.125,18371.281
2024-08-09,20789.707,18670.52
2024-08-10,19137.5,20229.719
2024-08-11,17575.416,18358.168
2024-08-12,18177.875,19254.748
2024-08-13,18193.5,18973.188
2024-08-14,19401.0,18953.744
2024-08-15,20041.041,20189.45
2024-08-16,20539.832,20014.588
2024-08-17,19252.125,19880.016
2024-08-18,18954.625,18687.9
2024-08-19,19907.459,20153.98
2024-08-20,16742.916,19654.166
2024-08-21,15921.917,16800.195
2024-08-22,16221.083,16879.04
2024-08-23,16976.293,16772.926
2024-08-24,16879.25,16910.244
2024-08-25,17719.334,17163.848
2024-08-26,19823.332,19496.166
2024-08-27,20315.166,20169.08
2024-08-28,22476.959,20455.213
2024-08-29,19806.416,22777.615
2024-08-30,18246.834,18284.242
2024-08-31,17878.291,17445.318
2024-09-01,18206.918,17934.445
2024-09-02,16451.166,19786.783
2024-09-03,15934.292,16596.922
2024-09-04,16366.542,16868.133
2024-09-05,16726.916,17248.912
2024-09-06,17296.041,17110.879
2024-09-07,16143.125,17006.959
2024-09-08,14114.959,15905.237
2024-09-09,15744.959,15513.885
2024-09-10,16206.916,16559.0
2024-09-11,16223.042,16689.107
2024-09-12,17017.334,16665.115
2024-09-13,17539.0,17114.688
2024-09-14,17162.625,16961.506
2024-09-15,16859.832,17023.766
2024-09-16,17316.543,18185.262
2024-09-17,17594.291,17669.781
2024-09-18,17553.582,18039.678
2024-09-19,18088.668,17907.201
2024-09-20,17886.209,18094.611
2024-09-21,16141.833,17132.84
2024-09-22,15520.083,15918.626
2024-09-23,16208.917,17230.05
2024-09-24,15700.334,16840.463
2024-09-25,16004.791,16248.321
2024-09-26,16949.332,16535.328
2024-09-27,16402.25,16920.383
2024-09-28,15338.417,15632.036
2024-09-29,15018.917,15185.269
2024-09-30,15866.001,16325.033
2024-10-01,15784.0,16356.973
2024-10-02,15587.167,16197.143
2024-10-03,15378.667,15977.24
2024-10-04,15457.959,15428.657
2024-10-05,14421.624,15060.473
2024-10-06,14051.75,14633.536
2024-10-07,15627.083,15590.036
2024-10-08,14932.124,16192.466
2024-10-09,15087.291,15280.309
2024-10-10,15005.209,15480.76
2024-10-11,14791.333,15031.788
2024-10-12,13661.916,14457.888
2024-10-13,14577.417,14011.026
2024-10-14,15573.917,15749.325
2024-10-15,15422.5,15606.4
2024-10-16,15475.75,15520.731
2024-10-17,15246.708,15578.387
2024-10-18,14973.334,15045.712
2024-10-19,13952.916,14525.13
2024-10-20,13750.874,14206.39
2024-10-21,15161.249,15160.626
2024-10-22,15562.208,15650.854
2024-10-23,15667.959,15862.372
2024-10-24,15257.583,15903.84
2024-10-25,15046.542,15132.216
2024-10-26,14049.084,14565.336
2024-10-27,14202.375,14229.824
2024-10-28,15382.584,15409.576
2024-10-29,15865.75,15661.125
2024-10-30,15414.249,15965.145
2024-10-31,15682.791,15560.87
2024-11-01,15845.083,15533.806
2024-11-02,14384.958,15060.621
2024-11-03,14329.458,14217.807
2024-11-04,16055.541,15482.254
2024-11-05,15491.417,16257.426
2024-11-06,16090.792,15617.167
2024-11-07,15769.833,16322.208
2024-11-08,15312.125,15458.135
2024-11-09,14368.25,14689.258
2024-11-10,14811.416,14414.078
2024-11-11,15584.709,15894.845
2024-11-12,15744.292,15791.7295
2024-11-13,16155.416,15990.997
2024-11-14,16684.791,16197.314
2024-11-15,16095.458,16288.797
2024-11-16,14784.792,15256.182
2024-11-17,14739.459,14751.683
2024-11-18,15483.542,16030.44
2024-11-19,15697.5,15888.816
2024-11-20,15770.124,16015.45
2024-11-21,16430.416,15987.6875
2024-11-22,16952.25,15887.274
2024-11-23,15654.166,15874.31
2024-11-24,15358.084,15267.905
2024-11-25,16107.959,16546.402
2024-11-26,16493.668,16273.974
2024-11-27,16216.376,16467.926
2024-11-28,15873.334,16324.828
2024-11-29,16150.333,15465.828
2024-11-30,16614.666,15620.057
2024-12-01,17196.209,16501.371
2024-12-02,18318.209,17966.691
2024-12-03,18361.041,18043.562
2024-12-04,18652.125,18129.252
2024-12-05,18569.168,18434.0
2024-12-06,18864.25,17838.242
2024-12-07,17761.791,17800.795
2024-12-08,16804.041,16900.303
2024-12-09,17685.791,17706.617
2024-12-10,17292.084,17683.168
2024-12-11,17208.041,17360.64
2024-12-12,18057.416,17047.004
2024-12-13,18892.0,17791.791
2024-12-14,18103.541,17837.457
2024-12-15,18019.125,17406.705
2024-12-16,18086.791,18980.605
2024-12-17,16957.25,17850.59
2024-12-18,17211.416,17179.707
2024-12-19,17729.334,17429.72
2024-12-20,18787.541,17517.697
2024-12-21,18922.75,17881.646
2024-12-22,19938.75,18328.887
2024-12-23,20825.5,20556.934
2024-12-24,18864.25,19978.729
2024-12-25,17555.375,18274.707
2024-12-26,18850.209,17686.28
2024-12-27,18612.125,18759.355
2024-12-28,16965.375,17640.281
2024-12-29,16001.25,16572.31
2024-12-30,16238.375,17446.361
2024-12-31,16158.458,16747.326
2025-01-01,16102.833,16249.419
2025-01-02,18081.959,16672.043
2025-01-03,18498.375,18405.926
2025-01-04,18520.416,17795.736
2025-01-05,18512.75,18088.572
2025-01-06,19923.207,19137.152
2025-01-07,20395.791,19676.816
2025-01-08,20480.75,20116.934
2025-01-09,20432.207,20021.037
2025-01-10,19073.125,19623.297
2025-01-11,18328.416,17743.691
2025-01-12,17541.5,17835.238
2025-01-13,18772.25,18537.41
2025-01-14,19192.416,19140.875
2025-01-15,19757.582,19432.236
2025-01-16,19663.957,19851.89
2025-01-17,18855.0,19291.688
2025-01-18,17653.75,18074.82
2025-01-19,17734.168,17394.557
2025-01-20,19846.416,19059.951
2025-01-21,21144.082,19952.412
2025-01-22,21352.875,20918.91
2025-01-23,20570.168,20988.314
2025-01-24,19984.293,19930.855
2025-01-25,19028.75,19181.56
2025-01-26,18056.75,18773.777
2025-01-27,18576.334,19249.348
2025-01-28,18588.709,19052.86
2025-01-29,18518.541,18964.13
2025-01-30,19031.084,18808.686
2025-01-31,18533.834,18955.916
2025-02-01,17804.918,17595.033
2025-02-02,19115.375,17643.365
2025-02-03,18491.457,20204.27
2025-02-04,18069.25,18303.277
2025-02-05,18778.625,18439.906
2025-02-06,19433.25,19031.406
2025-02-07,18246.709,19086.332
2025-02-08,18129.209,17442.117
2025-02-09,18221.709,17810.955
2025-02-10,18782.459,19236.408
2025-02-11,19255.875,18948.697
2025-02-12,19224.707,19427.408
2025-02-13,18740.541,19353.996
2025-02-14,18440.334,18455.54
2025-02-15,18454.834,17841.336
2025-02-16,17873.125,18026.578
2025-02-17,18780.166,18425.117
2025-02-18,19873.709,18949.648
2025-02-19,19796.791,19824.354
2025-02-20,19815.375,19518.861
2025-02-21,19454.5,19260.523
2025-02-22,17690.707,18453.592
2025-02-23,16986.166,16951.594
2025-02-24,17285.959,18163.176
2025-02-25,17052.125,17706.729
2025-02-26,16273.208,17523.047
2025-02-27,17229.041,16888.443
2025-02-28,16465.334,17386.035
2025-03-01,16296.75,16051.139
2025-03-02,17400.084,16335.781
2025-03-03,17948.084,18486.086
2025-03-04,17511.75,17773.629
2025-03-05,16972.666,17606.25
2025-03-06,16811.209,16788.393
2025-03-07,16918.666,16774.822
2025-03-08,15831.126,16376.87
2025-03-09,15732.087,15395.5625
2025-03-10,15365.292,16765.254
2025-03-11,15034.958,15739.139
2025-03-12,15834.792,15601.335
2025-03-13,15598.625,16279.142
2025-03-14,15116.417,15562.594
2025-03-15,14729.5,14712.909
2025-03-16,14607.708,14765.898
2025-03-17,15971.499,15578.459
2025-03-18,15296.209,15933.221
2025-03-19,14763.542,15377.499
2025-03-20,15246.001,15040.216
2025-03-21,15004.417,15135.225
2025-03-22,14789.251,14524.726
2025-03-23,14650.501,14519.178
2025-03-24,16617.791,15413.764
2025-03-25,15778.084,16460.164
2025-03-26,15963.792,15769.612
2025-03-27,15482.0,15985.878
2025-03-28,15575.625,15227.959
2025-03-29,14857.667,14914.484
2025-03-30,15010.458,14644.271
2025-03-31,15434.959,16074.684
2025-04-01,14949.333,15562.8545
2025-04-02,16146.959,15169.819
2025-04-03,15729.958,16068.695
2025-04-04,14447.042,15289.715
2025-04-05,14798.5,14107.026
2025-04-06,14482.333,14661.768
2025-04-07,15966.709,15248.503
2025-04-08,16276.333,16093.655
2025-04-09,15835.751,16318.715
2025-04-10,16328.459,15776.171
2025-04-11,16329.751,15958.594
2025-04-12,15881.25,15444.81
2025-04-13,14233.25,15389.699
2025-04-14,14729.583,15053.973
2025-04-15,14896.584,15345.095
2025-04-16,15929.584,15357.957
2025-04-17,14453.251,16235.356
2025-04-18,14352.624,14419.7705
2025-04-19,14123.459,14143.09
2025-04-20,12920.917,14232.294
2025-04-21,14973.0,14141.131
2025-04-22,14571.584,15267.743
2025-04-23,14176.333,14787.993
2025-04-24,14485.626,14557.71
2025-04-25,14873.166,14530.077
2025-04-26,14624.542,14391.72
2025-04-27,13323.042,14223.852
2025-04-28,14087.834,14156.906
2025-04-29,14584.751,14562.369
2025-04-30,14392.876,14791.925
2025-05-01,14276.709,14653.857
2025-05-02,15178.458,14244.086
2025-05-03,14965.291,14511.088
2025-05-04,14643.917,14483.579
2025-05-05,15442.208,15119.871
2025-05-06,15210.208,15216.948
2025-05-07,14881.792,15115.229
2025-05-08,15374.624,15064.709
2025-05-09,15510.708,15293.738
2025-05-10,13305.041,14654.051
2025-05-11,13095.209,13664.532
2025-05-12,14590.333,14599.323
2025-05-13,15480.333,15198.418
2025-05-14,15610.375,15785.101
2025-05-15,15779.042,15701.494
2025-05-16,15899.625,15586.915
2025-05-17,15460.084,15118.452
2025-05-18,14669.458,15112.492
2025-05-19,14707.749,15580.741
2025-05-20,14383.875,15091.159
2025-05-21,15417.542,14835.822
2025-05-22,15602.167,15607.572
2025-05-23,15214.958,15148.6875
2025-05-24,13766.458,14446.752
2025-05-25,13243.584,13879.778
2025-05-26,13130.875,14514.355
2025-05-27,14718.751,14092.171
2025-05-28,14965.376,15239.779
2025-05-29,15167.584,15144.667
2025-05-30,15200.417,15032.198
2025-05-31,14476.667,14649.972
2025-06-01,13380.875,14149.094
2025-06-02,14173.0,14314.435
2025-06-03,15063.125,14724.385
2025-06-04,16593.625,15404.197
2025-06-05,18774.166,16784.016
2025-06-06,19137.916,18343.033
2025-06-07,16989.459,17693.105
2025-06-08,15525.375,15745.166
2025-06-09,16405.709,16768.963
2025-06-10,16319.917,16879.77
2025-06-11,17036.543,16616.639
2025-06-12,18448.5,17570.22
2025-06-13,17096.625,18490.021
2025-06-14,15041.0,16193.75
2025-06-15,14419.625,14947.835
2025-06-16,16044.667,16208.722
2025-06-17,16795.543,16851.895
2025-06-18,18418.625,17270.643
2025-06-19,20252.791,18727.21
2025-06-20,18543.084,19761.371
2025-06-21,18912.457,16930.965
2025-06-22,20829.207,18957.771
2025-06-23,25238.334,22045.414
2025-06-24,26457.875,25231.426
2025-06-25,26305.209,25585.92
2025-06-26,21034.25,25142.033
2025-06-27,17724.707,18522.309
2025-06-28,18185.0,17200.045
2025-06-29,19943.459,19032.34
2025-06-30,22171.543,22021.73
2025-07-01,23059.709,22319.588
2025-07-02,21280.5,23152.275
2025-07-03,20597.5,20852.371
2025-07-04,17183.125,20386.021
2025-07-05,18327.293,16142.63
2025-07-06,20833.709,19751.281
2025-07-07,23578.291,22837.86
2025-07-08,23937.168,23594.234
2025-07-09,23197.0,23603.63
2025-07-10,22114.582,22626.55
2025-07-11,22224.209,21210.816
2025-07-12,21443.291,21251.299
2025-07-13,21265.209,20720.62
2025-07-14,23108.582,22706.334
2025-07-15,23052.25,22783.975
2025-07-16,24466.582,22942.664
2025-07-17,24780.334,24801.096
2025-07-18,20533.375,23709.754
2025-07-19,18933.209,18091.188
2025-07-20,21164.084,19318.87
2025-07-21,20579.041,23547.188
2025-07-22,18467.791,20126.375
2025-07-23,19452.332,19022.172
2025-07-24,21859.916,20594.955
2025-07-25,23984.959,22303.902
2025-07-26,20893.916,23164.17
2025-07-27,20738.957,19022.945
2025-07-28,24102.75,22690.732
2025-07-29,25438.291,24355.959
2025-07-30,25163.0,25140.67
2025-07-31,22157.0,24398.732
2025-08-01,17363.334,20081.967
2025-08-02,16162.042,16247.485
2025-08-03,16814.041,17234.574
2025-08-04,19610.209,19170.03
2025-08-05,20296.416,20635.229
2025-08-06,19784.666,20874.068
2025-08-07,19230.625,20189.148
2025-08-08,18761.043,19276.889
2025-08-09,18124.75,18290.84
2025-08-10,19134.418,18334.363
2025-08-11,21477.209,21177.326
2025-08-12,22546.209,21810.18
2025-08-13,23238.668,22755.879
2025-08-14,22492.834,22972.818
2025-08-15,21571.75,21494.715
2025-08-16,20534.584,20213.293
2025-08-17,20779.291,20028.406
2025-08-18,17927.875,22187.865
2025-08-19,17244.209,17558.385
2025-08-20,17209.334,18397.389
2025-08-21,16063.708,17650.7
2025-08-22,16613.168,16373.511
2025-08-23,16687.043,16790.365
2025-08-24,17270.666,17121.281
2025-08-25,18661.0,18965.729
2025-08-26,17114.584,18965.914
