"Year","Month","Day","Hr1","Hr2","Hr3","Hr4","Hr5","Hr6","Hr7","Hr8","Hr9","Hr10","Hr11","Hr12","Hr13","Hr14","Hr15","Hr16","Hr17","Hr18","Hr19","Hr20","Hr21","Hr22","Hr23","Hr24","Hr25"
"2024","3","9","14246","13829","13551","13411","13464","13814","14375","14974","15564","15977","16302","16608","16831","16889","17019","17160","17407","17711","17915","17665","17281","16696","15929","15163",
"2024","3","10","14536","14037","13714","13557","13642","13961","14392","14735","14885","15079","15155","15477","15594","15882","16268","16841","17387","17855","18285","18089","17543","16709","15876",,
"2024","3","11","15235","14871","14610","14519","14804","15599","17081","18225","18440","17980","17226","16629","15947","15551","15311","15430","16014","17142","18115","18731","18466","17781","16759","15696",
"2024","3","12","14967","14468","14174","14029","14250","15060","16498","17527","17146","16100","15204","14598","14209","13995","13872","13973","14583","15702","16732","17366","17114","16439","15524","14546",
"2024","3","13","13943","13540","13309","13259","13516","14343","15824","16850","16604","15766","15065","14573","14215","14046","13990","14139","14728","15665","16519","17091","16876","16257","15323","14359",
"2024","3","14","13735","13325","13107","13074","13319","14133","15592","16640","16401","15478","14602","14199","13870","13929","14134","14599","15447","16172","16584","16973","16626","15967","15053","14172",
"2024","3","15","13512","13056","12763","12666","12849","13520","14833","15977","16478","16593","16659","16337","15980","15911","15583","15863","16057","16287","16551","16816","16549","15995","15269","14441",
"2024","3","16","13772","13300","12999","12871","12924","13214","13796","14403","14543","14272","14082","13865","13395","12938","12707","12778","13489","14518","15355","15934","15828","15431","14852","14145",
"2024","3","17","13581","13119","12783","12621","12631","12832","13252","13743","14007","13908","13669","13554","13593","13517","13500","13594","14147","14979","15761","16440","16406","15849","15062","14245",
"2024","3","18","13716","13373","13197","13116","13391","14271","15782","16868","16888","16574","16314","16168","16118","16111","16061","16153","16742","17463","18051","18493","18191","17432","16403","15422",
"2024","3","19","14814","14406","14142","14129","14401","15265","16727","17788","17738","17248","16715","16320","16080","16033","16054","16297","16884","17691","18208","18622","18285","17567","16513","15478",
"2024","3","20","14774","14349","14083","13956","14151","14923","16357","17304","17376","17144","17040","17158","16894","16822","16838","16694","17179","17937","18311","18781","18592","17958","17013","16076",
"2024","3","21","15509","15155","14960","14964","15226","16081","17559","18574","18526","18082","17595","17170","16735","16519","16316","16371","16981","17892","18742","19373","19226","18584","17591","16675",
"2024","3","22","16018","15612","15379","15360","15606","16415","17830","18674","18338","17840","17581","17575","17378","17045","16976","17375","18262","18741","18918","18915","18540","17857","17010","16125",
"2024","3","23","15484","15029","14737","14569","14624","14870","15364","16026","16734","17407","17809","17985","17949","17860","17716","17583","17554","17615","17716","18021","17956","17516","16889","16227",
"2024","3","24","15676","15272","15031","14942","15008","15290","15725","16096","16087","15754","15393","15074","14638","14235","13998","13977","14458","15470","16687","17700","17850","17357","16612","15794",
"2024","3","25","15224","14867","14690","14657","14966","15840","17310","18148","17669","16696","16045","15558","15176","14839","14587","14629","15175","16111","17169","17930","17847","17235","16276","15337",
"2024","3","26","14710","14342","14147","14104","14365","15165","16638","17470","17500","17036","16388","15818","15690","15657","15814","16059","16614","17240","17603","17903","17626","16900","15890","14882",
"2024","3","27","14215","13801","13543","13462","13706","14486","15894","16954","17192","17097","16828","16665","16367","16260","16326","16405","16767","17143","17507","17772","17550","16781","15837","14890",
"2024","3","28","14203","13758","13523","13441","13675","14404","15682","16742","17213","17347","17198","17072","16868","16777","16386","16579","16792","17010","17397","17780","17558","16944","16080","15211",
"2024","3","29","14539","14136","13885","13787","13940","14561","15595","16399","16304","15715","15173","14898","14783","14640","14592","14848","15420","16128","16777","17281","17251","16835","16131","15353",
"2024","3","30","14730","14308","14015","13877","13917","14182","14686","15026","14935","14557","13889","13235","12832","12586","12632","13045","13850","14892","15649","16143","16174","15739","15126","14429",
"2024","3","31","13772","13317","12989","12813","12826","13067","13465","13812","13914","13777","13529","13237","12777","12284","11976","11986","12565","13370","14412","15312","15611","15314","14689","14020",
"2024","4","1","13512","13161","12957","12908","13120","13816","15000","15920","16528","16870","16715","16389","15827","15540","15462","15311","15401","16049","16580","17127","17026","16360","15431","14497",
"2024","4","2","13879","13495","13268","13154","13420","14120","15389","16395","16867","17013","16932","16905","17143","17330","17281","17302","17560","17992","18051","18094","17703","16943","15912","14949",
"2024","4","3","14240","13863","13610","13503","13703","14434","15757","16854","17630","18050","18365","18465","18545","18519","18452","18593","18793","19019","18995","18949","18508","17743","16706","15749",
"2024","4","4","15052","14591","14315","14228","14513","15211","16402","17419","17759","17783","17614","17390","17206","16908","16588","16690","16907","17370","17821","18222","18096","17479","16523","15602",
"2024","4","5","14916","14515","14275","14176","14369","15020","16269","17084","17173","16993","16733","16614","16354","16216","16169","16258","16621","17025","17350","17730","17649","17115","16295","15459",
"2024","4","6","14786","14317","13997","13828","13851","14111","14590","14993","15183","15022","14804","14553","14226","14019","13834","14157","14720","15308","15949","16510","16618","16218","15566","14914",
"2024","4","7","14314","13879","13575","13418","13435","13647","13989","14043","13557","13097","12916","12864","12603","12431","12218","12229","12782","13829","15074","16009","16312","15913","15135","14376",
"2024","4","8","13830","13482","13303","13273","13602","14385","15680","16243","15754","15167","14732","14501","14320","14250","14593","15934","15552","15881","16390","16786","16715","16036","15042","14108",
"2024","4","9","13478","13076","12858","12819","13061","13873","15226","15770","15236","14511","14009","13795","13614","13607","13668","13905","14571","15501","16256","16713","16628","15861","14845","13887",
"2024","4","10","13172","12723","12460","12280","12411","13136","14425","15250","15470","15572","15583","15525","15414","15267","15172","15215","15670","16092","16463","16715","16594","15852","14880","13871",
"2024","4","11","13175","12724","12469","12366","12533","13258","14684","15766","16417","16687","16633","16258","15973","15890","15899","15935","16385","16827","16950","16990","16741","16073","15102","14106",
"2024","4","12","13434","12988","12720","12596","12760","13372","14622","15644","16013","16316","16191","15955","15776","16118","15769","15808","16016","16055","16193","16370","16363","15787","14991","14143",
"2024","4","13","13509","13094","12830","12692","12738","13027","13496","13964","14379","14642","14815","14815","14881","15088","15199","15155","15283","15489","15825","16154","16280","15828","15177","14384",
"2024","4","14","13774","13314","12970","12780","12779","12999","13305","13385","13527","13519","13534","13587","13878","14145","13661","13873","14334","14971","15355","15769","15956","15435","14631","13800",
"2024","4","15","13184","12801","12550","12461","12683","13495","14783","15526","15445","14994","14545","14389","14317","14426","14372","14510","14912","15653","16311","16798","16872","16147","15097","14035",
"2024","4","16","13307","12844","12600","12516","12734","13520","14777","15245","14627","14001","13587","13425","13333","13332","13341","13569","14178","15072","15913","16410","16559","15894","14852","13856",
"2024","4","17","13165","12748","12525","12449","12660","13431","14641","15306","15149","14842","14723","14779","14985","15241","15631","15885","16243","16588","16726","16856","16726","16017","15022","14070",
"2024","4","18","13417","12954","12708","12596","12771","13535","14885","16029","16531","16805","16937","16921","16665","16680","16628","16625","16784","17058","17176","17215","17092","16405","15382","14457",
"2024","4","19","13780","13311","13018","12897","13056","13756","14957","15748","15871","15738","15456","15209","15127","15091","15018","15398","15827","16014","16155","16383","16348","15797","14933","14062",
"2024","4","20","13445","12982","12663","12469","12516","12785","13323","13806","14135","14164","14133","14002","13710","13540","13377","13491","13899","14271","14792","15339","15666","15348","14762","14083",
"2024","4","21","13487","13087","12833","12667","12676","12897","13150","13293","13376","13637","14105","14309","14340","14234","14120","14174","14550","14981","15489","15997","16319","15830","15022","14210",
"2024","4","22","13610","13242","13031","13011","13293","14070","15170","15504","14970","14358","13978","13726","13485","13312","13176","13240","13653","14484","15428","16126","16430","15911","15036","14221",
"2024","4","23","13625","13244","13011","12976","13228","13990","14989","15248","14723","14157","13675","13362","13141","13220","13365","13685","14466","15280","15835","16275","16385","15759","14817","13892",
"2024","4","24","13287","12865","12621","12503","12658","13361","14473","15358","15772","15667","15218","15140","15113","15096","15155","15267","15332","15771","16156","16479","16610","16063","15167","14308",
"2024","4","25","13689","13315","13095","13072","13313","14039","15106","15451","14959","14412","13910","13594","13362","13285","13192","13260","13772","14607","15535","16268","16617","16179","15348","14512",
"2024","4","26","13897","13514","13298","13240","13498","14208","15206","15367","14766","14197","13770","13498","13295","13183","13008","12981","13389","14180","15048","15724","16038","15626","14869","14069",
"2024","4","27","13413","12977","12779","12643","12663","12923","13247","13325","13236","13059","12927","12899","12848","12900","12981","13336","14034","14691","15073","15338","15475","15111","14484","13754",
"2024","4","28","13163","12725","12416","12265","12222","12383","12559","12689","12779","12702","12647","12710","12854","12884","13268","13882","14685","15302","15550","15760","15922","15382","14617","13810",
"2024","4","29","13179","12787","12497","12364","12542","13231","14336","15239","15538","15546","15523","15599","15764","16088","16259","16427","16910","17320","17512","17662","17597","16834","15712","14549",
"2024","4","30","13726","13176","12781","12580","12701","13327","14386","15198","15471","15515","15468","15344","15173","15143","15224","15574","15975","16401","16529","16615","16575","15894","14926","13912",
"2024","5","1","13216","12770","12494","12360","12521","13198","14366","15105","15184","14905","14599","14487","14485","14605","14721","14948","15412","15969","16415","16735","16816","16166","15069","14012",
"2024","5","2","13241","12737","12416","12300","12443","13065","14171","14907","14862","14655","14459","14355","14317","14433","14516","14822","15397","16178","16726","17001","17034","16401","15313","14187",
"2024","5","3","13379","12800","12441","12293","12395","13008","13989","14722","14783","14642","14433","14271","14050","13890","13948","14177","14831","15434","15830","16049","16182","15678","14815","13900",
"2024","5","4","13196","12683","12343","12156","12128","12336","12585","12916","13100","13051","12954","12994","13013","13169","13351","13673","14106","14486","14839","15088","15267","14896","14257","13552",
"2024","5","5","12964","12509","12189","12021","11987","12149","12367","12847","13518","14065","14435","14730","14928","14933","14921","15023","15274","15715","15873","15969","15946","15411","14536","13649",
"2024","5","6","12996","12549","12275","12178","12348","13035","14239","15161","15287","15185","14893","14529","14523","14559","14542","14902","15497","16141","16517","16773","16862","16262","15205","14113",
"2024","5","7","13365","12870","12563","12421","12543","13167","14213","14665","14417","14119","13951","14022","14148","14390","14680","15146","15992","16796","17148","17220","17183","16546","15456","14334",
"2024","5","8","13519","12998","12710","12579","12735","13365","14580","15561","15996","15875","15736","15785","15833","16054","16473","17005","17688","18389","18554","18470","18294","17589","16407","15136",
"2024","5","9","14151","13503","13071","12855","12935","13484","14489","15243","15377","15249","15258","15323","15401","15402","15390","15636","16104","16624","16651","16755","16749","16136","15126","14098",
"2024","5","10","13311","12820","12506","12367","12514","13140","14283","15238","15788","15864","15776","15652","15669","15620","15511","15545","15607","15718","15876","16062","16089","15652","14879","14022",
"2024","5","11","13351","12845","12533","12334","12327","12531","12796","13004","12953","12652","12384","12330","12349","12531","12784","13311","13793","14291","14673","14940","15234","14964","14341","13630",
"2024","5","12","13043","12570","12251","12073","12040","12179","12409","12783","13363","13810","13869","13737","13541","13339","13217","13202","13407","13874","14421","14925","15384","15143","14379","13520",
"2024","5","13","12890","12494","12272","12193","12417","13099","14144","14812","14882","14714","14708","14716","14547","14486","14756","15244","15582","16013","16137","16434","16551","16008","14973","13882",
"2024","5","14","13140","12644","12366","12216","12398","13046","14089","14608","14625","14394","14247","14441","14813","15253","15523","15872","16474","16967","17078","17169","17139","16522","15402","14285",
"2024","5","15","13506","13021","12711","12539","12651","13238","14422","15517","16036","16336","16463","16383","16170","16154","16100","16286","16623","16913","16910","16921","16858","16271","15233","14151",
"2024","5","16","13411","12871","12562","12471","12636","13268","14375","15330","15727","15826","15863","15921","15910","16010","15941","16027","16322","16655","16815","16942","16943","16401","15341","14242",
"2024","5","17","13449","12869","12518","12360","12495","13091","14099","14910","15089","14917","14760","14877","15175","15448","15784","16213","16706","17058","17046","16922","16859","16304","15379","14349",
"2024","5","18","13561","12994","12582","12350","12302","12412","12661","13155","13594","14064","14074","14019","14065","14104","14221","14458","14819","15254","15593","15831","15989","15739","15000","14121",
"2024","5","19","13374","12841","12456","12216","12137","12186","12278","12525","12789","12923","13029","13279","13553","13871","14193","14601","15190","15895","16500","16860","16961","16535","15487","14378",
"2024","5","20","13577","13027","12670","12509","12591","13144","14217","14990","15269","15346","15313","15422","15791","16224","16636","17253","17962","18627","18979","19002","18756","18071","16777","15483",
"2024","5","21","14497","13827","13413","13184","13313","13894","14903","15780","16207","16393","16559","16911","17311","18069","18706","19369","20084","20736","20830","20614","20172","19402","18052","16688",
"2024","5","22","15587","14803","14303","14005","14048","14586","15683","16635","17090","17466","17919","18575","19192","19859","20362","20878","21394","21777","21667","21316","20849","20116","18818","17449",
"2024","5","23","16376","15577","15029","14702","14713","15171","16197","17278","17967","18404","18359","18135","17920","18126","18592","19047","19658","20112","20195","20127","19731","19097","17865","16559",
"2024","5","24","15526","14788","14296","13995","14005","14419","15323","16161","16619","16871","17074","17364","17692","18096","18573","19114","19826","20456","20594","20301","19648","18941","17763","16567",
"2024","5","25","15558","14771","14177","13794","13595","13515","13600","13774","14048","14385","14738","15106","15596","15967","16485","17136","17634","17961","18123","17889","17773","17347","16562","15696",
"2024","5","26","14914","14334","13895","13600","13469","13455","13534","13852","14284","14531","14793","15283","15903","16433","16800","17286","17942","18713","19154","19017","18851","18464","17510","16531",
"2024","5","27","15664","15011","14532","14299","14264","14401","14602","15027","15672","16143","16423","17179","17737","18159","18332","18451","18538","18704","18579","18465","18318","17818","16851","15805",
"2024","5","28","15040","14492","14120","13929","14077","14697","15850","16911","17320","17566","17720","18043","18223","18560","18908","19290","19864","20364","20299","19872","19244","18419","17215","15955",
"2024","5","29","14977","14306","13889","13600","13619","14091","15182","16025","16326","16391","16417","16724","17005","17087","17205","17617","18327","18833","18886","18807","18564","17890","16682","15495",
"2024","5","30","14585","13965","13583","13369","13438","13891","14779","15412","15436","15149","15008","15101","15261","15383","15566","15916","16459","16904","17225","17360","17288","16882","15823","14740",
"2024","5","31","13929","13353","13010","12844","12953","13436","14354","14930","14958","14861","14853","14973","15140","15381","15553","15947","16632","17314","17720","17810","17524","17105","16157","15043",
"2024","6","1","14114","13469","13034","12785","12738","12764","12959","13135","13278","13424","13651","13995","14374","14772","15350","16100","17038","17968","18502","18391","18094","17691","16779","15778",
"2024","6","2","14866","14131","13621","13263","13087","12968","13021","13318","13679","14185","14704","15200","15678","16227","16853","17689","18431","18798","18838","18716","18672","18358","17435","16395",
"2024","6","3","15542","14944","14548","14316","14430","15068","16267","17336","17943","18176","18493","18958","19521","20050","20507","21293","22093","22714","22808","22491","21946","21132","19669","18098",
"2024","6","4","16839","15979","15421","15012","15003","15457","16583","17536","18017","18303","18765","19356","19931","20620","21143","21712","22327","22721","22621","22195","21597","20783","19352","17823",
"2024","6","5","16605","15793","15185","15006","15023","15486","16652","17734","18320","18732","19038","19559","20092","20775","21352","22014","22744","23096","22879","22531","22180","21501","20120","18592",
"2024","6","6","17492","16694","16215","15931","15927","16479","17671","18952","19751","20334","20731","21080","21390","21799","22025","22298","22457","22664","22605","22315","21797","20967","19570","18131",
"2024","6","7","16922","16090","15514","15139","15110","15523","16619","17710","18379","18473","18817","19234","19816","20192","20467","20680","20839","20797","20460","19788","19085","18462","17388","16275",
"2024","6","8","15343","14589","14130","13813","13669","13612","13861","14290","14760","15149","15435","15721","15874","15934","16141","16503","17160","17792","18267","18298","18063","17748","16983","16081",
"2024","6","9","15268","14636","14172","13837","13692","13677","13877","14301","14885","15398","15531","15534","15406","15319","15364","15701","16427","17284","17799","17923","17682","17356","16443","15407",
"2024","6","10","14641","14029","13667","13422","13497","14020","15149","16054","16516","16771","17002","17189","17386","17778","18014","18283","18653","19032","18942","18690","18300","17810","16766","15598",
"2024","6","11","14695","14117","13760","13488","13582","14059","15191","16195","16690","16823","16999","17166","17442","17622","17782","17995","18337","18546","18487","18416","18268","17823","16835","15704",
"2024","6","12","14902","14324","13918","13704","13724","14172","15273","16253","16588","16685","17008","17382","17381","17431","17664","17948","18274","18745","18882","18991","18837","18477","17386","16124",
"2024","6","13","15193","14547","14093","13836","13917","14395","15551","16446","16969","17196","17615","18223","18800","19560","20251","21108","21895","22440","22451","22251","21678","21104","19889","18477",
"2024","6","14","17310","16402","15758","15392","15357","15739","16870","18037","18841","19432","19991","20523","21092","21729","21977","22105","22463","22529","21976","20954","20268","19692","18647","17416",
"2024","6","15","16369","15602","15026","14651","14448","14333","14461","14754","15042","15284","15560","15854","16061","16282","16616","17136","17814","18567","19050","19133","18687","18308","17443","16375",
"2024","6","16","15434","14698","14139","13706","13468","13262","13236","13321","13518","13775","14029","14403","14809","15304","15800","16603","17368","18061","18601","18859","18680","18423","17463","16370",
"2024","6","17","15570","15002","14618","14417","14541","15112","16256","17426","18154","18668","19220","19915","20771","21617","22314","23175","24082","24727","24693","24300","23645","22977","21542","19960",
