Year,Month,Day,Hr1,Hr2,Hr3,Hr4,Hr5,Hr6,Hr7,Hr8,Hr9,Hr10,Hr11,Hr12,Hr13,Hr14,Hr15,Hr16,Hr17,Hr18,Hr19,Hr20,Hr21,Hr22,Hr23,Hr24,Hr25
2021,1,12,15747,15292,15070,15012,15219,15968,17283,18499,19051,19163,19088,19017,18925,18882,18843,18938,19574,20537,20335,19779,19097,18274,17195,16194,
2021,1,13,15488,15004,14761,14689,14909,15630,16917,18192,18895,19280,19383,19312,19168,18979,18903,18986,19510,20451,20245,19682,18994,18164,17015,15978,
2021,1,14,15250,14788,14511,14455,14657,15346,16580,17799,18409,18498,18509,18563,18613,18529,18335,18331,18856,19810,19625,19086,18492,17725,16658,15628,
2021,1,15,14944,14547,14302,14252,14491,15201,16498,17739,18407,18723,18893,18935,18899,18843,18838,18893,19269,19771,19449,18868,18294,17567,16675,15794,
2021,1,16,15015,14479,14195,14079,14112,14404,14944,15585,16210,16724,16997,17069,17076,16922,16958,17131,17657,18577,18589,18164,17727,17141,16387,15696,
2021,1,17,15010,14533,14222,14073,14065,14301,14692,15116,15588,16025,16396,16605,16820,16935,17067,17266,17872,18659,18600,18119,17634,16998,16188,15358,
2021,1,18,14771,14370,14134,14089,14282,14902,15886,16804,17280,17562,17722,17833,17961,18068,18065,18222,18827,19827,19780,19312,18731,17953,16942,16020,
2021,1,19,15371,14962,14748,14676,14925,15683,17025,18209,18759,18809,18727,18846,18953,19023,18949,18977,19485,20430,20342,19823,19157,18220,17176,16228,
2021,1,20,15538,15075,14834,14760,14977,15709,16989,18297,18922,19176,18986,18947,18862,19036,18980,19232,19958,21046,21028,20554,19939,19045,17964,16984,
2021,1,21,16271,15837,15577,15510,15751,16480,17805,19061,19580,19872,19840,19766,19590,19458,19342,19331,19712,20565,20473,19960,19271,18360,17250,16237,
2021,1,22,15492,15011,14721,14675,14906,15652,16887,18024,18518,18649,18735,18798,18837,18916,18768,18699,19144,19994,19960,19511,18971,18257,17360,16530,
2021,1,23,15847,15412,15184,15095,15203,15559,16281,16914,17487,17737,17882,18026,17996,17895,17944,18329,19092,20256,20478,20168,19683,19041,18254,17416,
2021,1,24,16756,16299,16029,15863,15887,16116,16572,17110,17516,17663,17815,17858,17850,17840,17983,18430,19157,20311,20443,20011,19510,18820,17927,17044,
2021,1,25,16460,16126,15962,15918,16217,16991,18358,19547,19903,19696,19455,19196,19023,19000,19057,19345,20032,21122,21034,20530,19830,18908,17799,16776,
2021,1,26,16087,15678,15429,15343,15585,16346,17636,18797,19385,19757,20072,20339,20493,20566,20572,20532,20845,21478,21251,20595,19764,18796,17711,16720,
2021,1,27,16023,15554,15282,15196,15410,16106,17320,18471,19107,19507,19807,19875,19867,19911,19822,19837,20189,20986,20971,20431,19786,18920,17846,16899,
2021,1,28,16252,15871,15631,15606,15847,16580,17912,19116,19830,20161,20186,20084,19854,19683,19696,20021,20690,21852,22080,21715,21105,20286,19185,18238,
2021,1,29,17571,17137,16899,16841,17123,17934,19287,20470,21174,21424,21507,21462,21202,20985,20813,20995,21552,22430,22500,22009,21455,20695,19661,18767,
2021,1,30,18032,17549,17252,17082,17091,17415,18029,18633,19120,19356,19427,19329,19151,18877,18749,18894,19473,20569,20848,20560,20182,19622,18754,18008,
2021,1,31,17385,16958,16686,16545,16573,16866,17359,17924,18583,19184,19450,19552,19647,19478,19458,19613,20176,21127,21280,20940,20408,19695,18764,17887,
2021,2,1,17212,16793,16553,16480,16653,17255,18328,19326,20053,20559,20872,21004,21022,20894,20674,20566,20776,21578,21573,20978,20242,19434,18398,17419,
2021,2,2,16713,16225,15964,15880,16068,16662,17600,18587,19399,19933,20261,20448,20545,20484,20383,20349,20606,21427,21459,20874,20170,19238,18142,17164,
2021,2,3,16511,16092,15857,15793,15996,16687,17876,18967,19705,20045,20146,20189,20128,20012,19904,19857,20153,21006,21168,20682,20054,19185,18072,17072,
2021,2,4,16355,15882,15634,15574,15800,16554,17863,18983,19554,19495,19292,19092,18789,18521,18329,18385,18908,20050,20459,20019,19482,18698,17625,16615,
2021,2,5,16026,15504,15243,15117,15309,16001,17199,18370,19111,19422,19463,19142,18694,18421,18220,18259,18685,19535,19827,19389,18786,18105,17203,16418,
2021,2,6,15831,15463,15173,15054,15151,15481,16103,16666,17014,17184,17173,17140,17042,16858,16859,17108,17768,18858,19354,19039,18619,18076,17364,16618,
2021,2,7,16031,15548,15279,15150,15157,15363,15797,16275,16976,17763,18468,18842,19112,19164,19136,19096,19309,20028,20264,19604,19120,18657,17971,17228,
2021,2,8,16651,16332,16168,16183,16469,17258,18648,19799,20436,20641,20515,20330,20087,19848,19708,19770,20279,21315,21746,21331,20661,19709,18611,17608,
2021,2,9,16903,16489,16245,16158,16354,17070,18301,19364,20116,20525,20847,20987,20913,20754,20583,20558,20714,21301,21462,21011,20296,19411,18313,17283,
2021,2,10,16625,16219,15989,15939,16149,16934,18298,19416,20119,20302,20200,19998,19711,19513,19408,19518,19987,20878,21197,20765,20101,19210,18100,17106,
2021,2,11,16413,16006,15821,15794,16006,16797,18153,19340,20100,20422,20514,20359,20175,19986,19821,19864,20272,21125,21475,21074,20507,19558,18482,17585,
2021,2,12,16942,16575,16384,16370,16613,17387,18661,19749,20297,20539,20659,20626,20523,20390,20281,20268,20516,21092,21292,20830,20248,19539,18615,17675,
2021,2,13,17037,16591,16360,16217,16278,16607,17229,17861,18552,19020,19147,19123,19059,19056,19121,19257,19617,20249,20463,20074,19598,18963,18162,17424,
2021,2,14,16734,16196,15819,15708,15637,15825,16251,16788,17479,17990,18353,18393,18232,18006,17912,18003,18411,19228,19630,19255,18795,18223,17466,16661,
2021,2,15,16013,15606,15389,15336,15486,16012,16937,17783,18547,19116,19537,19677,19659,19630,19611,19645,19917,20557,20652,20189,19564,18753,17750,16882,
2021,2,16,16188,15755,15488,15364,15500,16065,16980,17894,18574,18886,18965,19009,18902,18761,18588,18636,19059,19867,20358,19996,19420,18712,17792,16848,
2021,2,17,16262,15961,15772,15782,16050,16780,18047,19003,19491,19561,19493,19201,19087,18923,19046,19078,19615,20545,21144,20781,20202,19410,18362,17382,
2021,2,18,16702,16284,16027,15972,16147,16793,17917,18983,19812,20349,20802,20940,21017,20940,20788,20678,20815,21344,21631,21126,20387,19562,18568,17604,
2021,2,19,16824,16343,16073,16012,16178,16768,17743,18657,19518,20084,20371,20510,20489,20342,20177,20096,20264,20700,20858,20322,19695,18900,18010,17105,
2021,2,20,16342,15860,15574,15443,15534,15870,16409,17008,17719,18057,18214,18239,18259,18123,18026,18079,18460,19207,19915,19665,19246,18647,17910,17171,
2021,2,21,16572,16119,15837,15698,15744,15995,16427,16852,17199,17395,17451,17396,17265,17022,16873,17044,17677,18782,19675,19471,19015,18352,17485,16594,
2021,2,22,15990,15616,15386,15334,15527,16311,17607,18693,19455,19841,20022,20239,20459,20509,20369,20250,20401,20695,20860,20307,19566,18631,17513,16481,
2021,2,23,15766,15330,15075,15017,15223,15986,17246,18232,18745,18870,18906,19148,19278,19239,19083,19083,19366,19930,20123,19657,18936,18027,16920,15927,
2021,2,24,15217,14799,14592,14559,14853,15633,16877,17643,17838,17715,17599,17492,17210,16954,16954,17183,17786,18639,19237,18890,18258,17456,16444,15522,
2021,2,25,14860,14463,14276,14253,14502,15332,16682,17554,17817,17714,17526,17353,17166,16952,16849,17010,17530,18601,19310,19219,18736,17981,17019,16137,
2021,2,26,15516,15115,14858,14806,15085,15871,17084,17889,17965,17623,17350,17081,16841,16745,16826,17233,17777,18504,19012,18749,18240,17616,16793,15949,
2021,2,27,15238,14793,14506,14344,14384,14620,15093,15689,16496,17111,17553,17729,17469,17109,16619,16272,16491,17137,17880,17650,17195,16674,15950,15253,
2021,2,28,14629,14227,13952,13833,13782,14016,14407,14834,15429,15974,16362,16577,16783,16828,16854,16986,17293,17797,18214,17901,17381,16667,15754,14933,
2021,3,1,14310,13924,13704,13648,13901,14663,15964,17108,17894,18295,18573,18762,18745,18554,18414,18345,18731,19407,20125,19846,19275,18527,17455,16777,
2021,3,2,16199,15930,15866,15897,16152,16970,18287,19128,19326,19039,18701,18770,18467,18314,18209,18369,19003,20032,20795,20483,19815,18946,17792,16745,
2021,3,3,16035,15628,15376,15283,15449,16174,17344,18033,18081,17842,17622,17384,17158,17019,16951,17080,17643,18457,19122,18848,18234,17441,16412,15517,
2021,3,4,14825,14420,14199,14157,14433,15251,16531,17464,18024,18180,18091,17850,17602,17365,17218,17449,18203,19252,20143,19984,19515,18784,17806,16912,
2021,3,5,16243,15835,15637,15588,15896,16744,17970,18698,18757,18560,18395,18267,18043,17902,17788,18011,18737,19607,20226,19883,19284,18558,17603,16661,
2021,3,6,15996,15565,15313,15150,15188,15540,16082,16634,17201,17532,17614,17589,17587,17546,17555,17709,18199,18804,19439,19257,18848,18293,17527,16705,
2021,3,7,16047,15568,15292,15165,15221,15492,15825,15970,15969,15922,15963,15942,15840,15685,15593,15878,16665,17827,18853,18895,18529,17910,17083,16301,
2021,3,8,15733,15445,15351,15386,15703,16602,17853,18480,18515,18409,18206,18005,17842,17695,17566,17737,18290,19041,19667,19348,18678,17868,16830,15790,
2021,3,9,15050,14645,14424,14365,14608,15410,16570,17257,17192,16991,16772,16525,16231,16008,15901,16014,16575,17441,18262,18205,17676,16917,15986,15106,
2021,3,10,14543,14200,14041,14015,14298,15115,16266,16870,16751,16452,16114,15916,15765,15662,15679,15957,16561,17403,18138,17947,17399,16618,15607,14640,
2021,3,11,13967,13557,13333,13264,13488,14240,15393,16205,16610,16441,16094,15867,15732,15764,15950,16166,16479,17011,17565,17377,16806,16033,15023,14123,
2021,3,12,13504,13069,12876,12823,12973,13716,14888,15670,15800,15607,15582,15513,15365,15199,15165,15454,16029,16632,17216,17096,16697,16162,15433,14701,
2021,3,13,14133,13831,13668,13642,13801,14194,14635,14916,14993,14999,14978,14904,14774,14525,14456,14708,15402,16319,17243,17300,16930,16422,15697,14964,
2021,3,14,14296,13853,13618,13527,13639,13995,14297,14499,14640,14919,15084,15265,15175,15169,15168,15482,16191,17027,17918,17999,17540,16823,15999,,
2021,3,15,15434,15114,14939,14970,15301,16114,17418,18668,18999,18860,18666,18457,18229,18048,17756,17541,17795,18462,19091,19757,19550,18794,17735,16744,
2021,3,16,16014,15550,15311,15232,15466,16196,17505,18651,19207,19400,19493,19474,19410,19215,19011,18880,19075,19441,19569,19735,19232,18377,17294,16238,
2021,3,17,15439,14975,14708,14609,14783,15498,16765,17968,18587,18694,18562,18255,17821,17550,17252,17139,17346,17631,17846,18208,17930,17237,16315,15299,
2021,3,18,14600,14116,13824,13747,13936,14625,15910,17105,17835,18298,18705,18881,18879,18861,18714,18617,18724,18886,18781,18833,18396,17706,16708,15744,
2021,3,19,15055,14652,14475,14494,14772,15573,16983,18072,18321,18090,17893,17666,17377,17067,16747,16531,16663,17178,17742,18372,18336,17814,17033,16184,
2021,3,20,15473,15025,14727,14658,14730,15039,15619,16088,16189,15878,15524,15180,14823,14420,14085,13926,14175,14870,15618,16372,16540,16224,15707,15021,
2021,3,21,14425,13993,13760,13664,13718,13963,14428,14802,14849,14587,14327,14142,13938,13647,13438,13453,13876,14621,15343,16137,16283,15797,15087,14310,
2021,3,22,13694,13355,13213,13222,13530,14354,15650,16608,16730,16328,15983,15672,15390,15202,14959,14889,15155,15763,16233,16800,16741,16057,15074,14166,
2021,3,23,13514,13128,12920,12875,13129,13910,15253,16270,16545,16222,15737,15445,15245,15113,15001,15073,15410,15904,16184,16667,16526,15814,14818,13889,
2021,3,24,13203,12788,12563,12505,12708,13438,14729,15839,16463,16762,16648,16668,16603,16651,16572,16509,16610,16943,17085,17231,16862,16021,15011,14033,
2021,3,25,13298,12825,12549,12425,12608,13285,14549,15501,15944,16000,15927,15730,15419,15179,15053,15195,15625,16080,16237,16585,16370,15592,14610,13656,
2021,3,26,12916,12463,12191,12069,12214,12828,14085,15191,15862,16271,16445,16254,16077,16125,16009,15820,16016,16260,16225,16323,16129,15518,14736,13906,
2021,3,27,13150,12693,12402,12242,12276,12582,13127,13662,14085,14281,14278,14274,14062,13741,13473,13444,13811,14331,14758,15224,15341,14929,14312,13577,
2021,3,28,12950,12517,12238,12084,12092,12258,12626,13052,13735,14487,15118,15418,15542,15507,15387,15439,15536,15736,15806,16051,15942,15389,14625,13871,
2021,3,29,13326,12999,12812,12809,13075,13821,15052,16096,16646,16635,16540,16411,15988,15626,15357,15160,15383,15976,16424,16994,17093,16507,15574,14651,
2021,3,30,13987,13585,13333,13298,13520,14246,15430,16217,16236,15789,15402,15215,14970,14769,14552,14531,14880,15445,15899,16405,16453,15811,14893,13963,
2021,3,31,13296,12835,12560,12454,12613,13262,14394,15333,15953,16292,16350,16483,16469,16471,16441,16482,16600,16819,16844,16955,16688,15994,15069,14146,
2021,4,1,13469,13032,12779,12740,12974,13663,14854,15914,16667,17021,17150,17234,17119,16847,16606,16466,16618,16987,17216,17593,17589,16988,16105,15186,
2021,4,2,14508,14067,13821,13770,13959,14573,15589,16375,16780,16843,16779,16698,16557,16390,16259,16183,16324,16691,16953,17415,17499,17015,16257,15430,
2021,4,3,14750,14327,14067,13946,14018,14320,14806,15139,15172,14912,14722,14574,14305,14032,13798,13747,14084,14715,15346,15953,16188,15796,15219,14475,
2021,4,4,13802,13333,13058,12906,12907,13108,13473,13823,14150,14185,13984,13832,13573,13136,12898,12864,13133,13638,14169,14836,15290,14983,14326,13610,
2021,4,5,13059,12740,12554,12539,12803,13539,14720,15557,15717,15508,15314,15188,14990,14885,14771,14773,15083,15616,16005,16388,16432,15773,14835,13917,
2021,4,6,13271,12889,12681,12650,12913,13690,14849,15639,15722,15491,15213,15061,14862,14744,14595,14614,14958,15548,15927,16239,16286,15619,14684,13711,
2021,4,7,13068,12648,12409,12309,12512,13222,14390,15301,15646,15576,15387,15128,14955,14862,14767,14786,15144,15586,15863,16138,16200,15519,14577,13602,
2021,4,8,12926,12480,12238,12179,12376,13063,14187,14988,15180,15050,14894,14869,14815,14842,14894,14987,15290,15740,15990,16170,16270,15538,14542,13597,
2021,4,9,12887,12445,12158,12046,12171,12810,13863,14783,15361,15467,15373,15232,15153,15158,15180,15340,15591,15843,15859,15999,16018,15425,14574,13711,
2021,4,10,13005,12526,12244,12063,12061,12291,12749,13173,13679,13875,13710,13534,13427,13361,13381,13579,13960,14479,14793,15142,15298,14858,14184,13397,
2021,4,11,12661,12165,11888,11692,11627,11773,12049,12386,12995,13614,14121,14482,14671,14807,14885,14946,15202,15492,15621,15773,15643,15001,14191,13334,
2021,4,12,12734,12326,12067,12004,12232,12941,14229,15451,16272,16668,16808,16894,16878,16849,16780,16757,16901,17156,17143,17134,16910,16115,15093,14073,
2021,4,13,13323,12886,12638,12568,12763,13499,14768,15700,16075,15913,15727,15602,15360,15182,14970,14951,15218,15671,15930,16177,16313,15681,14714,13753,
2021,4,14,13041,12611,12365,12305,12513,13216,14322,15173,15374,15205,15063,15033,15078,15245,15320,15373,15639,16002,16146,16285,16248,15560,14571,13631,
2021,4,15,12912,12482,12212,12117,12301,12965,14159,15299,16048,16442,16774,16999,17040,17085,17088,17050,17181,17403,17351,17288,17072,16302,15304,14331,
2021,4,16,13613,13168,12873,12804,13003,13707,14904,15908,16382,16597,16761,16838,16740,16540,16557,16587,16680,16843,16846,16954,16819,16228,15343,14430,
2021,4,17,13680,13212,12920,12763,12807,13067,13469,13963,14318,14472,14474,14565,14519,14373,14293,14455,14716,14997,15239,15562,15691,15285,14631,13863,
2021,4,18,13203,12738,12422,12266,12289,12491,12727,12995,13183,13223,13228,13273,13361,13366,13589,13895,14215,14566,14922,15245,15493,14986,14181,13374,
2021,4,19,12758,12403,12200,12165,12432,13174,14321,15166,15278,15163,15171,15402,15585,15610,15434,15350,15394,15657,15872,16112,16303,15619,14631,13665,
2021,4,20,12919,12468,12318,12273,12493,13234,14362,15329,15791,15748,15721,15775,15678,15649,15598,15693,16009,16308,16435,16567,16649,15975,14962,13996,
2021,4,21,13272,12862,12630,12563,12767,13497,14598,15577,16221,16583,16798,16760,16632,16596,16776,16821,16980,17106,17066,17258,17256,16649,15705,14713,
2021,4,22,14048,13663,13476,13435,13668,14410,15553,16529,16933,16992,16991,16914,16772,16598,16485,16491,16730,17063,17267,17523,17623,16946,15928,14936,
2021,4,23,14215,13789,13542,13476,13694,14387,15444,16193,16200,15966,15694,15532,15341,15046,14785,14662,14812,15261,15570,15846,16106,15652,14870,14017,
2021,4,24,13325,12864,12605,12462,12496,12784,13139,13473,13631,13502,13382,13310,13270,13147,13064,13156,13628,14199,14572,14940,15164,14774,14108,13383,
2021,4,25,12725,12292,12017,11888,11876,12063,12356,12830,13478,14080,14328,14560,14668,14497,14361,14194,14415,14644,14877,15166,15523,15123,14345,13539,
2021,4,26,12958,12584,12427,12436,12724,13538,14718,15713,15978,15747,15521,15369,15229,15058,14885,14832,15085,15655,16011,16310,16610,15996,15041,14107,
2021,4,27,13417,12988,12784,12713,12921,13618,14754,15819,16246,16100,15817,15529,15146,14924,14786,14847,15186,15602,15828,16064,16273,15665,14646,13644,
2021,4,28,12935,12493,12229,12121,12276,12956,13961,14852,15243,15305,15377,15544,15721,15928,16157,16306,16502,16683,16630,16665,16657,15938,14920,13901,
2021,4,29,13144,12650,12329,12193,12341,12985,14125,15273,16068,16517,16844,16904,16827,16832,16788,16927,16997,17155,17165,17052,16835,16163,15172,14240,
2021,4,30,13490,12965,12618,12445,12531,13105,14119,15166,15749,15846,15987,16114,16086,15950,15864,15760,15830,16097,16181,16334,16383,15876,15035,14177,
2021,5,1,13491,13019,12713,12541,12611,12874,13261,13758,14058,14057,13850,13597,13340,13130,12936,12938,13243,13823,14443,14781,15146,14838,14192,13443,
2021,5,2,12757,12319,12003,11831,11795,11914,12027,12316,12648,12908,13391,13752,13975,14070,14004,14105,14516,14974,15269,15453,15709,15170,14342,13461,
2021,5,3,12784,12364,12059,11941,12139,12820,13868,14870,15456,15852,16009,16033,16120,16105,16128,16097,16224,16429,16465,16392,16221,15521,14510,13578,
2021,5,4,12897,12489,12183,12078,12227,12914,14015,15132,15828,16080,16222,16223,16090,16113,16060,16134,16321,16479,16407,16360,16407,15767,14744,13696,
2021,5,5,12785,12334,12103,11991,12124,12766,13878,15011,15840,16380,16578,16619,16561,16512,16427,16283,16381,16558,16555,16536,16386,15760,14730,13722,
2021,5,6,13003,12587,12332,12271,12441,13109,14173,14955,15186,15110,14968,14842,14735,14669,14610,14668,14979,15427,15576,15793,16056,15594,14639,13679,
2021,5,7,12969,12531,12284,12216,12415,13083,14108,14973,15225,15131,15119,15168,15222,15287,15236,15311,15538,15728,15776,15785,15899,15472,14630,13750,
2021,5,8,13028,12555,12246,12099,12106,12345,12701,13315,14005,14451,14697,14669,14494,14419,14288,14317,14464,14649,14827,15028,15320,15065,14407,13675,
2021,5,9,13008,12542,12246,12110,12103,12195,12339,12610,12834,12901,12935,13044,13033,13055,13407,13977,14355,14706,14966,15203,15389,14986,14227,13454,
2021,5,10,12825,12394,12159,12085,12283,13002,14307,15335,15725,16055,16049,15935,15856,15830,15769,15736,15825,15998,16123,16216,16413,15841,14824,13836,
2021,5,11,13119,12701,12432,12382,12582,13276,14324,15105,15270,15205,15215,15247,15304,15335,15354,15476,15763,16027,16134,16182,16367,15880,14917,13920,
2021,5,12,13215,12793,12512,12403,12641,13306,14316,15187,15441,15347,15141,15090,15107,15120,15088,15134,15410,15760,15917,15967,16163,15769,14795,13801,
2021,5,13,13082,12664,12390,12308,12505,13131,14148,14926,15098,15017,14975,15131,15202,15273,15262,15214,15413,15759,15948,16034,16185,15761,14783,13820,
2021,5,14,13040,12592,12304,12188,12370,12949,13947,14866,15158,15177,15214,15317,15487,15564,15561,15528,15700,15962,15984,15919,15984,15625,14776,13850,
2021,5,15,13045,12528,12211,12031,12045,12205,12528,12982,13330,13512,13627,13731,13897,13961,14062,14176,14432,14840,15114,15178,15360,15144,14455,13656,
2021,5,16,12934,12410,12054,11855,11815,11886,11982,12320,12735,13137,13506,13762,13949,14151,14293,14469,14859,15191,15408,15525,15717,15385,14480,13561,
2021,5,17,12878,12428,12143,12033,12219,12799,13846,14883,15363,15553,15650,15847,16035,16273,16370,16595,16883,17169,17178,16997,16976,16487,15363,14256,
2021,5,18,13395,12851,12524,12354,12479,13003,14010,15046,15636,15925,16179,16481,16736,17031,17251,17518,17886,18244,18286,18110,17963,17405,16255,15033,
2021,5,19,14111,13488,13060,12836,12886,13395,14441,15608,16305,16779,17199,17641,18028,18446,18961,19499,20121,20456,20254,19735,19331,18474,17030,15650,
2021,5,20,14601,13898,13425,13167,13194,13647,14597,15766,16494,16955,17282,17629,17983,18341,18632,18965,19381,19636,19452,19023,18716,18064,16746,15473,
2021,5,21,14487,13835,13376,13137,13175,13615,14579,15772,16535,17026,17459,17834,18226,18710,19218,19697,20056,20191,19892,19335,19000,18397,17222,16069,
2021,5,22,15058,14332,13870,13533,13347,13410,13668,14388,15334,16137,16963,17708,18302,18800,19246,19618,19893,19971,19766,19549,19467,19128,18215,17127,
2021,5,23,16061,15303,14759,14393,14203,14121,14276,14909,15904,17072,18091,18906,19523,19905,20123,20426,20805,21018,20892,20501,20274,19631,18231,16630,
2021,5,24,15372,14467,13887,13564,13569,13978,14883,15897,16336,16583,16711,16883,16884,16939,16992,17150,17455,17739,17691,17431,17238,16739,15625,14535,
2021,5,25,13743,13210,12923,12786,12935,13432,14464,15503,16184,16547,16780,17015,17333,17823,18275,18769,19358,19706,19521,19056,18859,18392,17283,16067,
2021,5,26,15132,14506,14080,13863,13937,14467,15571,16988,17920,18611,19213,19848,20574,21285,21837,22279,22627,22627,21954,21139,20532,19709,18337,17011,
2021,5,27,15986,15221,14732,14389,14365,14758,15795,17012,17736,18258,18582,18762,18851,19034,19231,19534,19903,20188,19886,19263,18733,18196,17021,15748,
2021,5,28,14782,14050,13532,13268,13279,13622,14471,15493,16235,16556,16669,16841,16853,16974,17148,17147,17191,17229,16977,16669,16464,15978,15134,14232,
2021,5,29,13469,12996,12671,12495,12483,12612,12950,13605,14412,15055,15395,15404,15233,15061,14986,14958,15060,15319,15433,15472,15525,15331,14646,13872,
2021,5,30,13177,12708,12392,12225,12185,12261,12476,12971,13658,14263,14649,14877,14999,15086,15045,15077,15237,15440,15436,15389,15446,15219,14590,13807,
2021,5,31,13129,12690,12377,12233,12236,12378,12628,13053,13481,13942,14254,14416,14327,14115,14030,13891,14108,14636,15115,15330,15536,15440,14590,13659,
2021,6,1,12941,12482,12206,12116,12285,12911,13956,15006,15641,15837,16016,16271,16358,16561,16820,16921,17243,17599,17580,17412,17279,16934,15852,14689,
2021,6,2,13787,13223,12869,12638,12744,13199,14183,15235,15953,16420,16883,17287,17594,17881,18120,18297,18402,18375,18045,17696,17551,17111,16086,14996,
2021,6,3,14173,13619,13202,12979,13105,13630,14673,15901,16715,17144,17565,17787,17987,18109,18081,18324,18529,18682,18536,18285,18071,17604,16632,15542,
2021,6,4,14694,14128,13739,13557,13647,14201,15317,16604,17539,18166,18578,18977,19259,19385,19610,19930,19948,19928,19639,19304,18815,18402,17456,16377,
2021,6,5,15345,14598,14122,13835,13714,13728,14091,14892,15865,16815,17736,18638,19407,20102,20742,21312,21956,22424,22478,22049,21463,21022,19955,18752,
2021,6,6,17566,16656,15941,15423,15125,14884,15100,15967,17230,18559,19853,21051,21919,22568,23119,23636,24190,24645,24648,24138,23501,22905,21524,19960,
2021,6,7,18623,17680,16968,16546,16508,16947,18147,19868,21266,22531,23815,24972,25943,26518,26987,27171,27044,26846,26308,25502,24775,24004,22409,20730,
2021,6,8,19391,18449,17797,17410,17390,17877,19075,20688,21998,23123,24231,25215,25969,26665,26874,26523,25695,25235,24687,23961,23370,22671,21333,19831,
2021,6,9,18611,17760,17208,16889,16919,17401,18622,20207,21461,22488,23566,24664,25572,26317,26921,27552,27877,27951,27321,26423,25520,24609,22973,21126,
2021,6,10,19601,18504,17714,17206,16895,17139,18084,19204,20058,20619,20858,21342,21755,22137,22421,22782,22993,23022,22482,21570,20500,19781,18463,16944,
2021,6,11,15735,14924,14360,14079,14080,14423,15386,16467,17218,17666,18066,18518,18831,19069,19324,19558,19674,19698,19290,18867,18510,18109,17234,16188,
2021,6,12,15292,14601,14155,13885,13767,13782,14061,14756,15569,16181,16558,16712,16721,16790,16908,17072,17284,17626,17817,17719,17343,17086,16297,15317,
2021,6,13,14454,13784,13318,13047,12918,12824,12995,13492,14249,15048,15859,16588,17236,17558,17890,18101,18355,18814,18961,18774,18611,18318,17373,16266,
2021,6,14,15304,14657,14211,13970,14066,14643,15698,16989,17970,18522,18899,19128,19107,19104,19041,19100,19330,19659,19486,18980,18635,18228,17173,16020,
2021,6,15,15167,14574,14145,13944,14035,14575,15642,16815,17777,18254,18727,19202,19409,19772,19975,20242,20568,20727,20362,19792,19153,18648,17436,16135,
2021,6,16,15037,14297,13802,13500,13496,13907,14993,16111,16767,17136,17408,17638,17777,18017,18203,18550,19031,19370,19302,18868,18319,17840,16739,15479,
2021,6,17,14474,13783,13338,13115,13149,13539,14592,15651,16225,16638,16927,17249,17462,17784,18106,18562,19146,19616,19638,19204,18587,18187,17132,15887,
2021,6,18,14890,14165,13704,13451,13475,13862,14889,16103,16985,17619,18127,18655,19182,19760,20263,20788,21199,21168,20585,20045,19689,19395,18498,17463,
2021,6,19,16518,15812,15247,14857,14693,14664,14985,15798,16933,18046,19184,20395,21338,21995,22450,22837,22882,22687,21972,20885,20159,19564,18640,17530,
2021,6,20,16474,15610,14998,14579,14303,14100,14317,15016,16039,17007,17985,18942,19841,20725,21338,21986,22695,23197,23274,22929,22527,22337,21294,19911,
